title,release_date,genres
Euro Truck Simulator 2 - Romanian Paint Jobs,2017-01-20,"['Indie', 'Simulation']"
Euro Truck Simulator 2 - Australian Paint Jobs,2017-01-20,"['Indie', 'Simulation']"
Jumping Tank,2017-01-20,"['Action', 'Adventure', 'Casual', 'Indie']"
Urban Empire,2017-01-20,"['Simulation', 'Strategy']"
Save the Ninja Clan,2017-01-20,"['Action', 'Adventure', 'Indie']"
Sable Maze: Sullivan River Collector's Edition,2017-01-20,"['Adventure', 'Casual']"
Conclave,2017-01-20,"['Indie', 'RPG']"
Evertree Inn,2017-01-20,"['Adventure', 'Indie', 'RPG']"
Element TD,2017-01-20,['Strategy']
Lift It,2017-01-20,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports']"
2017 Edition Add-on - Power &amp; Revolution DLC,2017-01-20,"['Simulation', 'Strategy']"
Puzzle Puppers,2017-01-20,"['Casual', 'Indie', 'Strategy']"
FSX Steam Edition: Toposim North Africa Add-On,2017-01-19,['Simulation']
FSX Steam Edition: Toposim Middle East Add-On,2017-01-19,['Simulation']
Magic Box,2017-01-19,"['Adventure', 'Casual', 'Indie']"
"Warhammer 40,000: Sanctus Reach",2017-01-19,['Strategy']
Battle of Empires: 1914-1918 - Ottoman Empire,2017-01-19,"['Action', 'Indie', 'Strategy']"
FSX Steam Edition: Fair Dinkum Flights Add-On,2017-01-19,['Simulation']
Train Simulator: Sacramento Northern: Suisun Bay – San Francisco Route Add-On,2017-01-19,['Simulation']
Hive Jump OST,2017-01-18,"['Action', 'Indie']"
Dark Dimensions: City of Fog Collector's Edition,2017-01-18,"['Adventure', 'Casual']"
Judas,2017-01-18,"['Action', 'Indie']"
Hive Jump,2017-01-18,"['Action', 'Indie']"
Mortifero Motus,2017-01-18,"['Indie', 'Racing', 'Sports']"
The Wisbey Mystery,2017-01-18,"['Casual', 'Indie']"
nan,nan,nan
Easy English™ Platinum,2017-01-18,['Education']
RPG Maker MV - Future Steam Punk,2017-01-16,"['Design &amp; Illustration', 'Web Publishing']"
Easy Spanish™ Platinum,2017-01-18,['Education']
Druid,2017-01-16,"['Adventure', 'Indie']"
FourChords Guitar Karaoke - Nickelback,2017-01-16,"['Casual', 'Indie', 'Simulation']"
nan,nan,nan
Uno - Winter Theme,2017-01-17,['Casual']
nan,nan,nan
Repulsanoid,2016-11-04,"['Casual', 'Indie']"
Baseball Riot,2015-12-09,"['Casual', 'Indie', 'Sports']"
M.E.R.C.,2017-01-17,"['Action', 'Indie', 'Strategy', 'Early Access']"
Torn Tales,2017-01-17,"['Adventure', 'Indie', 'RPG']"
nan,nan,nan
Teria,2017-01-17,"['Action', 'Adventure', 'Indie']"
Super Rock Blasters!,2017-01-17,"['Action', 'Indie']"
Tom Clancy's Rainbow Six® Siege - Smoke Bushido Set,2017-01-17,['Action']
Monumental Failure,2017-01-17,"['Action', 'Casual', 'Indie']"
Outbreak,2017-01-17,"['Action', 'Adventure', 'Indie', 'RPG']"
kuso,2017-11-07,"['Action', 'Indie']"
"Rocksmith® 2014 Edition  - Remastered – blink-182 - ""I Miss You""",2017-01-17,"['Casual', 'Simulation']"
Rocksmith® 2014 Edition – Remastered – blink-182 Song Pack II,2017-01-17,"['Casual', 'Simulation']"
Rocksmith® 2014 Edition – Remastered – blink-182 - “The Rock Show”,2017-01-17,"['Casual', 'Simulation']"
Rocksmith® 2014 Edition – Remastered – blink-182 - “Adam’s Song”,2017-01-17,"['Casual', 'Simulation']"
Don Bradman Cricket 17,2017-01-16,"['Simulation', 'Sports']"
Escape From Nazi Labs - Original Soundtrack,2017-01-19,"['Action', 'Indie', 'RPG']"
Pinkman,2017-01-16,"['Action', 'Adventure', 'Casual', 'Indie']"
Barbara-ian,2017-01-16,"['Action', 'Indie']"
Haywire,2012-05-01,nan
DOA5LR High Society Costume Set,2017-01-16,['Action']
nan,nan,nan
Dark Parables: Jack and the Sky Kingdom Collector's Edition,2017-01-13,"['Adventure', 'Casual']"
Judge Archer,2016-11-01,nan
Jackie Chan Presents: Amnesia,2017-01-03,nan
nan,nan,nan
The World 3:Rise of Demon,January 2017,"['Action', 'RPG']"
nan,nan,nan
Arena Hero,2017-01-13,"['Action', 'Indie', 'RPG', 'Strategy']"
Burgers 2,2017-01-08,"['Action', 'Adventure', 'Indie', 'RPG']"
Toricky,2017-01-13,"['Action', 'Adventure', 'Indie', 'Strategy']"
Swatcher,2017-01-13,"['Design &amp; Illustration', 'Photo Editing', 'Web Publishing']"
RYAN BLACK,2017-01-14,"['Action', 'Adventure', 'Indie']"
The New Queen,2017-01-13,"['Adventure', 'Casual', 'Indie', 'RPG']"
RED,2016-12-25,"['Action', 'Adventure', 'Free to Play', 'RPG']"
nan,nan,nan
nan,nan,nan
Toricky - OST by Hiroki Kikuta &amp; Dale North,2017-01-16,"['Action', 'Adventure', 'Indie', 'Strategy']"
Toricky - Strategy Book,2017-01-13,"['Action', 'Adventure', 'Indie', 'Strategy']"
Fantasy Grounds - Hybrids (Token Pack),2017-01-13,"['Indie', 'RPG', 'Strategy']"
The Jackbox Party Pack 2 - Soundtrack,2017-01-13,"['Casual', 'Indie', 'Strategy']"
Fantasy Grounds - More Monsters (Token Pack),2017-01-13,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Mini-Dungeon #013: The Case of the Scrupulous Pawnbroker (PFRPG),2017-01-13,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Feasting at Lanterngeist (PFRPG),2017-01-13,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - The Lost Library of Thoth (PFRPG),2017-01-13,"['Indie', 'RPG', 'Strategy']"
Pit People®,2017-01-13,"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']"
Fantasy Grounds - Black Magic (5E),2017-01-13,"['Indie', 'RPG', 'Strategy']"
The Jackbox Party Pack 3 - Soundtrack,2017-01-13,"['Casual', 'Indie', 'Strategy']"
nan,nan,nan
Bearslayer,2017-01-13,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']"
Ashes of the Singularity: Escalation - Dawn of the Singularity eBook,2017-01-13,"['Indie', 'Simulation', 'Strategy']"
Ashes of the Singularity: Escalation - Soundtrack DLC,2017-01-13,"['Indie', 'Simulation', 'Strategy']"
Zero-G,2017-01-13,"['Action', 'Indie', 'Sports']"
Winexy,2017-01-13,"['Adventure', 'Casual', 'Indie']"
Reckpunk,2014-09-30,"['Action', 'Indie']"
Bunny &amp; Piggy - New Year Edition,2016-12-30,['Indie']
Dungeon Rushers - Soundtrack and wallpapers,2017-01-12,"['Adventure', 'Indie', 'RPG', 'Strategy']"
nan,nan,nan
nan,nan,nan
THE GREY MAN Official Soundtrack,2017-01-12,"['Adventure', 'Casual', 'Indie']"
nan,nan,nan
nan,nan,nan
High Profits,2017-01-12,"['Free to Play', 'Indie', 'Simulation']"
nan,nan,nan
Atomic 79,2017-01-13,['Action']
STANDBY – Wallpapers,2017-01-12,"['Action', 'Adventure', 'Indie', 'Racing']"
Mysterium - Hidden Signs,2017-01-13,['Strategy']
The Legends of Owlia,2016-06-01,"['Action', 'Adventure', 'Indie']"
nan,nan,nan
Laraan SoundTrack,2017-01-13,"['Action', 'Adventure', 'Indie']"
Train Simulator: DB BR 18 Steam Loco Add-On,2017-01-12,['Simulation']
Mysterium: A Psychic Clue Game,2017-01-12,['Strategy']
Infinite Scuba®,2017-01-12,"['Casual', 'Indie', 'Simulation', 'Early Access']"
FSX Steam Edition: Beechcraft T-34C Turbo Mentor Add-On,2017-01-12,['Simulation']
Pleasure in Dream,2017-01-15,"['Action', 'Indie']"
Zup! 3,2017-01-12,"['Casual', 'Indie']"
nan,nan,nan
nan,nan,nan
"What The Heck, Dude?",2016-11-03,"['Action', 'Casual', 'Indie', 'Simulation']"
Pixel Puzzles Ultimate - Puzzle Pack: Embers,2017-01-10,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']"
The Novelist: Original Score,2017-01-10,"['Adventure', 'Casual', 'Indie']"
Pixel Puzzles Ultimate - Puzzle Pack: Samurai,2017-01-10,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']"
Event[0] - Soundtrack,2017-01-10,"['Adventure', 'Indie']"
Project RPG,2017-01-10,"['Action', 'Adventure', 'RPG']"
Pixel Puzzles Ultimate - Puzzle Pack: Elephants,2017-01-10,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']"
Trainz Route: Chiyoda Branch Line,2017-01-10,['Simulation']
Ahnayro - Original Soundtrack,2017-01-10,"['Adventure', 'Casual', 'Indie', 'Strategy']"
nan,nan,nan
Brother Wings,2017-01-10,"['Action', 'Casual', 'Indie']"
The Last Sunshine,2017-01-10,nan
Low Magic Age,2017-01-10,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']"
nan,nan,nan
Fluffy,2017-01-13,"['Action', 'Adventure']"
Pixel Puzzles Ultimate - Puzzle Pack: PP1 Japan,2017-01-11,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']"
FSX Steam Edition: Toposim West Africa Add-On,2017-01-11,['Simulation']
FSX Steam Edition: Toposim Southern Africa Add-On,2017-01-11,['Simulation']
Final Core,2017-01-11,"['Action', 'Indie', 'Strategy']"
Tales of Berseria™,2017-01-26,"['Action', 'RPG']"
Paranormal Pursuit: The Gifted One Collector's Edition,2017-01-10,"['Adventure', 'Casual']"
Euro Truck Simulator 2 - Michelin Fan Pack,2017-01-10,"['Indie', 'Simulation']"
"Minions, Monsters, and Madness",2017-01-10,"['Adventure', 'Indie', 'RPG', 'Strategy']"
Rocksmith® 2014 Edition – Remastered – Jefferson Airplane - “Somebody To Love”,2017-01-10,"['Casual', 'Simulation']"
Rocksmith® 2014 Edition – Remastered – 60s Mix Song Pack II,2017-01-10,"['Casual', 'Simulation']"
Rocksmith® 2014 Edition – Remastered – The Mamas &amp; The Papas - “California Dreamin’”,2017-01-10,"['Casual', 'Simulation']"
CLASH - Legacy Pack,2017-01-10,"['Action', 'Indie', 'Strategy']"
Rocksmith® 2014 Edition – Remastered – Booker T. &amp; the M.G.’s - “Green Onions”,2017-01-10,"['Casual', 'Simulation']"
Hearts of Chaos,2017-01-06,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
Twisted,2017-01-06,['Action']
Pivot Pilot,2017-01-06,"['Action', 'Indie']"
nan,nan,nan
Through the Mirror,2017-01-07,"['Action', 'Casual', 'Indie']"
Collision Course,2017-01-07,"['Action', 'Adventure', 'Indie', 'Early Access']"
Roadclub: League Racing,2017-01-08,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']"
Word Killer: Revolution,2017-01-09,"['Action', 'Casual', 'Indie', 'Simulation']"
Fantasy Grounds - Mini-Dungeon #012: Nekh-ta-Nebi's Tomb (PFRPG),2017-01-09,"['Indie', 'RPG', 'Strategy']"
Ladykiller in a Bind,2016-10-10,['Indie']
Lemuria: Lost in Space,2017-03-17,"['Adventure', 'Indie', 'RPG']"
Ladykiller in a Bind — Original Soundtrack,2017-01-09,['Indie']
nan,nan,nan
TankCraft,2014-09-03,"['Action', 'Indie', 'Strategy']"
Stone Age Wars,2017-01-09,"['Action', 'Indie', 'Strategy']"
Nancy Drew®: The Secret of Shadow Ranch,2004-06-01,['Adventure']
Fantasy Grounds - Sanctuary of Belches (5E),2017-01-09,"['Indie', 'RPG', 'Strategy']"
STANDBY – Soundtrack,2017-01-09,"['Action', 'Adventure', 'Indie', 'Racing']"
Vector 36 - Garage Upgrade 1 ( x2 slot ),2017-01-08,"['Action', 'Indie', 'Racing', 'Simulation']"
Paul Pixel - The Awakening,2017-01-09,['Adventure']
Spirit of Maya,2017-01-06,"['Action', 'Indie']"
nan,nan,nan
Don't Chat With Strangers,2017-01-06,['Indie']
Match More,2017-01-06,"['Casual', 'Indie', 'Early Access']"
Mayan Prophecies: Ship of Spirits Collector's Edition,2017-01-06,"['Adventure', 'Casual']"
Fight or Die,2017-01-06,"['Action', 'Adventure', 'Indie', 'RPG']"
nan,nan,nan
Vex - World 2 Unlock,2017-01-06,"['Adventure', 'Casual', 'Indie', 'Strategy']"
Vex - World 3 Unlock,2017-01-06,"['Adventure', 'Casual', 'Indie', 'Strategy']"
nan,nan,nan
nan,nan,nan
Heroes of Dark Dungeon,2017-01-04,"['Action', 'Indie', 'RPG', 'Early Access']"
hack_me,2016-11-02,"['Indie', 'Simulation']"
Pictopix,2017-01-05,"['Casual', 'Indie']"
Kitten Squad,2017-01-04,"['Action', 'Casual', 'Free to Play', 'Indie']"
MHRD,2017-01-05,"['Indie', 'Simulation']"
Final Bravely,2017-01-05,"['Action', 'Adventure', 'Indie', 'RPG']"
Spirit,2017-01-05,"['Casual', 'Indie']"
nan,nan,nan
Unalive,2017-01-05,"['Action', 'Indie']"
nan,nan,nan
HoPiKo,2017-01-06,"['Action', 'Casual', 'Indie']"
nan,nan,nan
Cecil B. Demented,2016-08-16,nan
Earth Girls Are Easy,2013-02-05,nan
Football Blitz,2017-01-04,"['Action', 'Casual', 'Indie', 'Sports']"
Space Hotel,2017-01-04,['Indie']
MX vs. ATV Supercross Encore - 2017 Official Supercross Pack,2017-01-04,"['Racing', 'Simulation', 'Sports']"
Ride 2 Rising Sun Bikes Pack,2017-01-04,"['Racing', 'Simulation', 'Sports']"
Tom Clancy's Rainbow Six® Siege - Tachanka Bushido Set,2017-01-04,['Action']
nan,nan,nan
Seduce Me 2: The Demon War Soundtrack,2016-05-20,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
UNO,2016-12-08,['Casual']
Button Tales - Original Soundtrack,2017-01-04,['Casual']
Uno - Rayman Theme Cards,2016-12-08,['Casual']
The Rainbow Kid,2016-11-01,nan
Operation Avalanche,2017-01-03,nan
Uno - Just Dance Theme Cards,2016-12-08,['Casual']
Rocksmith® 2014 Edition – Remastered – U2 - “With or Without You”,2017-01-03,"['Casual', 'Simulation']"
Rocksmith® 2014 Edition – Remastered – U2 - “Sunday Bloody Sunday”,2017-01-03,"['Casual', 'Simulation']"
Rocksmith® 2014 Edition – Remastered – U2 - “Where the Streets Have No Name”,2017-01-03,"['Casual', 'Simulation']"
Rocksmith® 2014 Edition – Remastered – U2 - “Beautiful Day”,2017-01-03,"['Casual', 'Simulation']"
Rocksmith® 2014 Edition – Remastered – U2 Song Pack,2017-01-03,"['Casual', 'Simulation']"
Rocksmith® 2014 Edition – Remastered – U2 - “Vertigo”,2017-01-03,"['Casual', 'Simulation']"
nan,nan,nan
Fantasy Grounds - Rippers Resurrected: Frightful Expeditions (Savage Worlds),2017-01-03,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Mini-Dungeon #011: Buta No Shiro (PFRPG),2017-01-03,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Islands of Plunder: Scourge of the Steaming Isle (PFRPG),2017-01-03,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Legendary Planet: The Scavenged Codex (5E),2017-01-03,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Scorpions of Perdition (PFRPG),2017-01-03,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Islands of Plunder: Raid on the Emperor's Hand (PFRPG),2017-01-03,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - B03: It All Falls Down (5E),2017-01-03,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Dead Light (CoC7E),2017-01-03,"['Indie', 'RPG', 'Strategy']"
Fantasy Grounds - Modern 1 (Token Pack),2017-01-03,"['Indie', 'RPG', 'Strategy']"
Hawks Tactical,2017-01-02,"['Adventure', 'Indie', 'RPG', 'Strategy']"
The Spirit Underneath,2017-01-02,"['Adventure', 'Indie']"
Blaite,2017-01-02,"['Action', 'Adventure', 'Casual', 'Indie']"
Word Killer: Zorgilonian Chronicles,2016-01-02,"['Action', 'Casual', 'Indie', 'Simulation']"
Nuclear Contingency,2017-01-02,"['Action', 'Adventure', 'Indie']"
The Strayed,2016-12-26,"['Adventure', 'Indie', 'Early Access']"
Blink the Bulb,2017-01-02,"['Action', 'Adventure', 'Free to Play', 'Indie']"
Your Star,2017-01-02,"['Adventure', 'Indie', 'RPG']"
Wormhole City,2017-01-02,"['Action', 'Adventure', 'Indie', 'Early Access']"
nan,nan,nan
Gnomes vs. Fairies: Greckel's Quest - OST,2016-12-29,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
nan,nan,nan
Azkend 2: The World Beneath,2012-03-14,"['Adventure', 'Casual', 'Indie']"
MAXCONTROL,Not yet available,"['Action', 'Strategy', 'Early Access']"
The Universim,Coming Soon!,"['Indie', 'Simulation', 'Strategy', 'Early Access']"
Mad Nords: Probably an Epic Quest Soundtrack,2016-12-30,"['Adventure', 'Indie', 'RPG']"
Disastr_Blastr - Soundtrack_to_Disastr,2016-12-30,"['Action', 'Indie']"
POLYWAR,2016-12-30,"['Action', 'Indie', 'Massively Multiplayer']"
nan,nan,nan
Sierra Ops,When it's done (2017),"['Casual', 'RPG', 'Simulation', 'Strategy']"
Fantasy Grounds - Space Characters (Token Pack),2017-01-03,"['Indie', 'RPG', 'Strategy']"
Let's Draw,2016-12-30,"['Casual', 'Indie']"
Shuttle Siege,2016-12-30,"['Indie', 'Strategy']"
Control Craft 3,2016-12-30,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
Mistwood Heroes,2016-12-30,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
Pixel Puzzles Ultimate - Puzzle Pack: Holidays,2016-12-30,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']"
Score a goal (Physical football),2016-12-28,"['Casual', 'Indie', 'Simulation', 'Sports']"
MasterCook 15,2015-05-29,['Education']
Blind Love,2015-06-28,"['Casual', 'RPG', 'Simulation']"
panGEMic,2016-06-23,"['Action', 'Free to Play']"
Paranormal Teens,2016-12-28,"['Indie', 'Simulation']"
Skeet: VR Target Shooting - Thank You Bronze,2016-12-28,"['Action', 'Simulation']"
nan,nan,nan
HoCWar,2016-12-29,"['Free to Play', 'Strategy', 'Early Access']"
Gerty - Robots In Love,"Q1 (ish), 2017",['Adventure']
nan,nan,nan
Stern Pinball Arcade: Harley Davidson,2016-12-27,"['Casual', 'Simulation']"
Stern Pinball Arcade: High Roller Casino,2016-12-27,"['Casual', 'Simulation']"
Stern Pinball Arcade: Starship Troopers,2016-12-27,"['Casual', 'Simulation']"
nan,nan,nan
Stern Pinball Arcade: Mustang,2016-12-27,"['Casual', 'Simulation']"
Stern Pinball Arcade: Phantom of the Opera,2016-12-27,"['Casual', 'Simulation']"
Stern Pinball Arcade: Last Action Hero,2016-12-27,"['Casual', 'Simulation']"
Stern Pinball Arcade: Ripley's Believe It Or Not!,2016-12-27,"['Casual', 'Simulation']"
Stern Pinball Arcade: Star Trek,2016-12-27,"['Casual', 'Simulation']"
nan,nan,nan
HardCube: New Year Holidays,2016-12-25,"['Adventure', 'Casual', 'Indie']"
nan,nan,nan
Fighters Unleashed,2016-12-27,"['Action', 'Adventure', 'Indie']"
Holiday Bonus GOLD,2016-12-27,['Casual']
Strike Squadron: Caracará,2016-12-27,"['Action', 'Simulation']"
nan,nan,nan
RPG Maker MV - Samurai Classics: Temple of Darkness,2016-12-27,"['Design &amp; Illustration', 'Web Publishing']"
Pinball Parlor,2016-12-24,"['Action', 'Casual', 'Indie']"
nan,nan,nan
RPG Maker MV - Samurai Classics Music Resource Pack,2016-12-27,"['Design &amp; Illustration', 'Web Publishing']"
KYOTO TANOJI QUEST,2016-12-24,"['Free to Play', 'RPG', 'Early Access']"
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
Heaven Island VR MMO - Artworks,2016-12-26,"['Adventure', 'Indie', 'Massively Multiplayer']"
Tim Allen: Men Are Pigs,1990-09-07,nan
Tim Allen: ReWires America,1991-12-09,nan
Borealis,2016-12-23,nan
Gallagher: That's Stupid,1982-01-01,nan
99Vidas,2016-12-22,"['Action', 'Indie']"
nan,nan,nan
Heroine Anthem Zero - Original Soundtrack,2016-12-23,"['Adventure', 'Indie', 'RPG']"
REVIVAL RESET,2016-12-22,['Adventure']
Heroine Anthem Zero,2016-12-23,"['Adventure', 'Indie', 'RPG']"
Off-Road Super Racing,2016-12-17,['Racing']
sZone - Cat Mask,2016-12-23,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
sZone - Rabbit Mask,2016-12-23,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
sZone - Bear Mask,2016-12-23,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
sZone - Evil Rabbit,2016-12-23,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
sZone - Cheburashka Mask,2016-12-23,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
Helen Alone,2016-12-23,nan
sZone - Imperial Hat,2016-12-23,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
Kids vs Monsters,2016-12-23,nan
nan,nan,nan
nan,nan,nan
SoulHunt,2016-12-23,"['Action', 'Indie', 'Early Access']"
Advanced Gaming Platform::Epica,2016-12-22,"['Action', 'Indie', 'RPG', 'Simulation', 'Early Access']"
nan,nan,nan
nan,nan,nan
Box Maze - Xmas Skins Pack,2016-12-22,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
Grim Dawn - Steam Loyalist Items Pack,2016-12-22,"['Action', 'Adventure', 'Indie', 'RPG']"
Game Royale 2 - The Secret of Jannis Island,2016-12-22,['Adventure']
The Metronomicon - Deck the Dubstep,2016-12-22,"['Action', 'Indie', 'RPG']"
nan,nan,nan
The Black Watchmen - Alone in the Dark Web,2016-12-22,"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
Button Tales,2016-12-22,['Casual']
nan,nan,nan
Nevermind Soundtrack Vol. 2,2016-12-22,"['Adventure', 'Indie']"
Heaven Island LIFE - Artworks,2016-12-26,"['Indie', 'Simulation']"
nan,nan,nan
Cranks and Goggles,2016-12-21,"['Casual', 'Indie', 'Racing', 'Sports']"
nan,nan,nan
Realm of the Mad God: Free Welcome Pack,2016-12-21,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
Guardians of Orion,2015-12-01,"['Action', 'Indie', 'RPG']"
WORLD END ECONOMiCA episode.03,2016-12-21,"['Casual', 'Indie']"
The Renegades of Orion 2.0 - Redux,2016-12-20,"['Action', 'Casual', 'Indie']"
Memory's Dogma CODE:01 - Original Soundtrack,2016-12-21,"['Adventure', 'Casual', 'Indie']"
Redout - Soundtrack,2016-12-21,"['Indie', 'Racing']"
Redout - Digital Artbook,2016-12-21,['Racing']
nan,nan,nan
Zombie Vikings: Stab-a-thon,2016-12-22,"['Action', 'Free to Play', 'Indie']"
Army of Tentacles: Winter of Steam,2016-12-21,"['Adventure', 'Casual', 'Indie', 'RPG']"
Remain,2016-12-21,"['Action', 'Adventure', 'Indie']"
nan,nan,nan
Aerofly FS 2 - Northeastern USA,2016-12-21,"['Indie', 'Simulation']"
Ancient Guardian,2016-12-21,"['Action', 'Adventure', 'Indie', 'Early Access']"
nan,nan,nan
Sullen,2016-12-21,"['Action', 'Indie']"
Angel Express (Tokkyu Tenshi) - OST,2016-12-21,['Indie']
Happy Maze,2016-12-21,"['Adventure', 'Casual', 'Indie']"
Guardians of Ember - Demigod DLC,2016-12-21,"['Action', 'Massively Multiplayer', 'RPG']"
nan,nan,nan
Able Black,2016-12-21,['Indie']
nan,nan,nan
A Tale of Caos: Overture,2016-12-21,"['Adventure', 'Indie']"
nan,nan,nan
nan,nan,nan
Street Fighter® V - 2016 Holiday Pack,2016-12-20,['Action']
Vertigo - Original Soundtrack,2016-12-20,"['Action', 'Adventure', 'Indie']"
Wanderland,2016-12-20,"['Adventure', 'Casual', 'Free to Play']"
nan,nan,nan
Duckles: the Jigsaw Witch,2016-12-20,"['Action', 'Adventure', 'Indie']"
